base_obj_Count,base_features_Count,base_persent_Categorial_features,base_class_Count,base_all_percent_of_nans,base_target_type,cat_meta_categCount_min,cat_meta_categCount_max,cat_meta_categCount_mean,cat_meta_entropy_min,cat_meta_entropy_max,cat_meta_entropy_mean,cat_meta_percent_nans_min,cat_meta_percent_nans_max,cat_meta_percent_nans_mean,disc_meta_min_min,disc_meta_min_max,disc_meta_min_mean,disc_meta_max_min,disc_meta_max_max,disc_meta_max_mean,disc_meta_mean_min,disc_meta_mean_max,disc_meta_mean_mean,disc_meta_variation_min,disc_meta_variation_max,disc_meta_variation_mean,disc_meta_skew_min,disc_meta_skew_max,disc_meta_skew_mean,disc_meta_kurtosis_min,disc_meta_kurtosis_max,disc_meta_kurtosis_mean,disc_meta_percent_of_nans_min,disc_meta_percent_of_nans_max,disc_meta_percent_of_nans_mean,model_min,model_max,model_kurtosis,model_variation,RF,SGD,kNN
100,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.34,-1.56,-1.73,1.5,2.62,1.75,-0.0,0.0,0.0,-4.48102527926272e+17,4.48102527926272e+17,-2.240512854379725e+16,-0.34,0.58,0.0,-1.4,-0.42,-1.13,0.0,0.0,0.0,-0.09,0.16,1.33,6.42,1.0,0.0,0.7499999999999998
250,5,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.84,-1.73,-1.78,1.67,1.78,1.72,-0.0,0.0,0.0,-1.404557299107758e+17,124749752.0,-2.809114555265843e+16,-0.11,-0.02,-0.07,-1.25,-1.07,-1.16,0.0,0.0,0.0,0.04,0.2,-0.25,0.4,1.0,0.0,0.9189189189189189
47,7,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.5,5583.0,799.79,17.9,21480.0,3122.77,6.74,10695.83,1553.0,0.25,0.92,0.55,-0.95,1.31,0.49,-1.09,3.43,0.46,0.0,0.0,0.0,-0.08,0.12,-1.68,3.54,1.0,0.0,0.7352941176470587
252,14,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,118.5,42.62,1.11,363.15,91.27,1.06,178.92,59.04,0.02,0.28,0.09,-5.35,2.24,0.26,-0.43,58.35,6.62,0.0,0.0,0.0,-0.35,0.06,7.39,-4.43,1.0,0.0,0.40476190476190466
500,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.25,-1.58,-1.73,1.64,2.26,1.75,-0.0,0.0,0.0,-499499776.0,inf,inf,-0.22,0.14,0.01,-1.26,-0.69,-1.18,0.0,0.0,0.0,-0.06,0.19,9.65,12.84,1.0,0.0,0.36170212765957444
51,6,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.2,2626.0,460.27,32.3,5079.0,891.45,9.99,3763.71,657.23,0.02,1.25,0.29,-2.29,2.61,-0.07,-0.75,9.05,2.74,0.0,0.0,0.0,-0.18,0.13,0.35,5.17,0.17021276595744686,0.0,1.0
120,2,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-60.0,5.0,-27.5,50.0,50.0,50.0,-5.0,27.5,11.25,-6.9,0.52,-3.19,0.0,0.0,0.0,-1.22,-1.22,-1.22,0.0,0.0,0.0,-0.39,0.11,-2.0,-1.79,0.9302325581395349,0.0,1.0
100,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.11,-1.22,-1.74,1.52,2.71,1.93,-0.0,0.0,-0.0,-8.96205055852544e+17,inf,inf,-0.17,1.09,0.17,-1.44,0.23,-0.9,0.0,0.0,0.0,-0.07,0.13,-0.11,17.79,1.0,0.0,1.0
140,3,0.33,2,0.0,-1000,0,18,11.67,2.32,2.32,2.32,0.0,0.0,0.0,0.0,4.0,2.0,84.0,278.0,181.0,37.29,50.5,43.89,0.55,1.2,0.87,0.27,2.68,1.48,-0.93,6.74,2.9,0.0,0.0,0.0,-0.16,0.12,-0.51,18.17,1.0,0.0,0.6730769230769231
45,46,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-34.95,149.56,2.54,-33.28,151.58,3.53,-33.86,150.88,2.99,-0.01,1.12,0.42,-1.13,2.53,0.17,-0.8,11.46,0.89,0.0,0.0,0.0,-0.06,0.08,-0.03,2.62,1.0,0.0,0.8656716417910446
303,13,0.54,2,0.0010154861640010156,-1000,0,258,78.56,0.42,1.2,0.78,0.0,0.0,0.0,0.0,126.0,53.33,3.0,564.0,175.37,0.67,246.69,97.36,0.13,1.11,0.36,-0.53,1.26,0.47,-0.53,4.4,1.23,0.0,4.0,0.67,-0.06,0.08,0.11,13.01,1.0,0.0,0.227272727272727
50,5,0.2,2,0.0,-1000,0,1,0.98,3.91,3.91,3.91,0.0,0.0,0.0,2.9,6614.0,1662.7,17.3,13007.0,3270.5,10.96,9140.58,2299.3,0.06,0.2,0.14,-0.64,0.43,-0.03,-0.39,3.2,1.25,0.0,0.0,0.0,-0.11,0.09,-1.59,-36.04,1.0,0.0,1.0
186,58,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.1,0.1,0.1,0.9,0.9,0.9,0.1,0.42,0.21,0.37,1.33,0.93,-0.14,13.53,3.25,-1.56,181.01,18.16,0.0,0.0,0.0,-0.06,0.17,6.76,-42.14,1.0,0.0,0.8333333333333333
100,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.61,-1.61,-1.84,1.52,2.2,1.7,-0.0,0.0,-0.0,-6.401464500591002e+16,99498744.0,-6401464607965184.0,-0.27,0.21,-0.07,-1.43,-0.55,-1.11,0.0,0.0,0.0,-0.09,0.09,-0.82,5.31,1.0,0.0,0.3
55,2,0.5,2,0.0,-1000,0,5,4.23,2.48,2.48,2.48,0.0,0.0,0.0,24.0,24.0,24.0,79.0,79.0,79.0,53.82,53.82,53.82,0.29,0.29,0.29,-0.07,-0.07,-0.07,-1.29,-1.29,-1.29,0.0,0.0,0.0,-0.19,0.09,-0.12,-5.28,0.8055555555555557,0.0,1.0
43,2,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-29.0,0.9,-14.05,-0.2,15.6,7.7,-8.15,9.03,0.44,-0.86,0.44,-0.21,-0.93,-0.49,-0.71,-0.71,0.35,-0.18,0.0,0.0,0.0,-0.11,-0.11,-2.0,-0.02,0.49999999999999983,1.0,0.0
500,5,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.28,-1.72,-1.88,1.71,3.09,2.14,-0.0,0.0,0.0,-499499744.0,7.029834107374797e+16,1.4059667785252864e+16,-0.05,0.66,0.13,-1.26,-0.12,-0.93,0.0,0.0,0.0,-0.14,0.18,-1.19,12.19,0.8823529411764706,0.0,1.0
250,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.14,-1.45,-1.81,1.65,4.73,2.24,-0.0,0.0,-0.0,-2.809114770014208e+17,249499520.0,-3.932760678019891e+16,-0.2,1.52,0.2,-1.23,2.94,-0.55,0.0,0.0,0.0,-0.08,0.19,1.97,7.77,1.0,0.0,0.6341463414634146
250,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.5,-1.51,-1.75,1.54,2.92,1.79,-0.0,0.0,0.0,-1.87274300821078e+17,249499504.0,-1.1236458006315008e+16,-0.15,0.79,0.04,-1.33,0.05,-1.14,0.0,0.0,0.0,-0.12,0.14,1.29,15.39,1.0,0.0,0.06250000000000007
662,3,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-6.55,2.78,-1.63,24.97,91.96,52.5,9.9,42.31,23.48,0.37,0.43,0.39,-0.18,0.3,0.12,-0.08,0.09,0.03,0.0,0.0,0.0,-0.03,0.03,-1.5,-1.96,1.0,0.0,0.7777777777777777
209,7,0.14,2,0.0,-1000,0,32,6.74,3.06,3.06,3.06,0.0,0.0,0.0,0.0,64.0,24.17,52.0,64000.0,16330.67,4.7,11796.15,2486.02,0.99,1.61,1.35,2.13,4.0,3.09,5.73,21.91,12.86,0.0,0.0,0.0,-0.15,0.04,6.88,-5.39,1.0,0.0,0.8676470588235294
303,13,0.54,2,0.0010154861640010156,-1000,0,258,78.56,0.42,1.2,0.78,0.0,0.0,0.0,0.0,94.0,32.33,3.0,202.0,82.03,0.67,149.61,56.4,0.13,1.31,0.58,-0.53,1.26,0.46,-0.53,1.53,0.32,0.0,4.0,0.67,-0.04,0.05,-0.19,46.11,0.833333333333333,1.0,0.0
1000,5,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.74,-1.66,-1.71,1.72,1.78,1.74,-0.0,0.0,-0.0,-249874976.0,249874976.0,-32035254.0,-0.05,0.05,0.02,-1.23,-1.14,-1.19,0.0,0.0,0.0,-0.0,0.23,-0.27,0.55,1.0,0.0,1.0
345,6,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,65.0,17.0,20.0,297.0,132.5,3.46,90.16,42.8,0.05,1.02,0.56,-0.39,3.05,1.68,0.72,13.6,6.46,0.0,0.0,0.0,-0.15,0.15,-1.15,-9.55,1.0,0.0,0.5862068965517241
74,26,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.1,0.1,0.1,0.9,0.9,0.9,0.12,0.44,0.25,0.33,1.3,0.84,0.42,5.83,1.99,-0.9,32.03,5.42,0.0,0.0,0.0,-0.11,0.12,0.45,2.12,1.0,0.0,0.9038461538461537
185,3,0.33,2,0.0,-1000,0,1,0.99,5.22,5.22,5.22,0.0,0.0,0.0,1.0,9426.0,4713.5,7.0,24161.0,12084.0,4.22,14936.32,7470.27,0.18,0.48,0.33,-0.15,0.67,0.26,-1.24,0.98,-0.13,0.0,0.0,0.0,-0.05,0.09,-1.64,178.84,1.0,0.0,0.6530612244897959
1945,18,0.33,2,0.02724935732647815,-1000,0,1716,11.19,0.37,6.06,1.52,0.0,0.0,0.0,0.0,9598.0,818.71,1.0,28650.0,4342.33,0.18,17992.08,1928.84,0.13,1.74,0.73,-0.09,6.24,1.73,-1.78,76.82,14.81,0.0,821.0,79.5,-0.54,0.45,4.99,-6.0,1.0,0.0,0.8157894736842104
70,7,0.57,2,0.0,-1000,0,38,20.0,0.69,1.39,0.87,0.0,0.0,0.0,0.98,2.0,1.34,4.7,102.0,37.23,2.79,46.76,17.45,0.3,0.54,0.38,0.21,0.23,0.22,-0.88,-0.32,-0.56,0.0,0.0,0.0,-0.1,0.07,-0.83,-3.15,1.0,0.0,0.8717948717948719
100,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.86,-1.43,-1.69,1.56,1.77,1.67,-0.0,0.0,-0.0,-99498744.0,99498744.0,-23216374.0,-0.28,0.22,-0.08,-1.28,-1.04,-1.2,0.0,0.0,0.0,-0.06,0.22,-1.53,1.58,1.0,0.0,0.9090909090909093
418,18,0.44,2,0.08014354066985646,-1000,0,354,101.33,0.52,1.48,0.93,0.0,0.0,0.0,0.3,289.0,57.19,4.64,13862.4,1813.07,3.22,1982.66,302.23,0.12,1.37,0.56,-0.47,2.71,0.78,-0.62,7.95,2.63,0.0,136.0,60.3,-0.09,0.11,6.05,-17.83,1.0,0.0,0.47368421052631576
264,2,0.5,2,0.0,-1000,0,22,20.31,2.48,2.48,2.48,0.0,0.0,0.0,1979.0,1979.0,1979.0,2000.0,2000.0,2000.0,1989.5,1989.5,1989.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.2,-1.2,-1.2,0.0,0.0,0.0,-0.11,0.27,0.67,5.1,1.0,0.0,0.7500000000000001
100,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.1,-1.45,-1.77,1.51,2.26,1.72,-0.0,0.0,-0.0,-99498744.0,99498752.0,12404179.0,-0.35,0.32,-0.04,-1.26,-0.85,-1.12,0.0,0.0,0.0,-0.15,0.09,-0.51,-5.77,1.0,0.33333333333333365,0.0
1000,5,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.29,-1.73,-1.93,1.73,4.04,2.63,-0.0,0.0,0.0,-999499904.0,2.813342048625623e+17,5.626684183150592e+16,-0.05,1.25,0.38,-1.2,1.14,-0.4,0.0,0.0,0.0,-0.19,0.08,-0.6,-6.51,0.96875,0.0,1.0
468,2,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,1.0,1983.0,992.0,52.0,1991.0,1021.5,26.5,1987.0,1006.75,0.0,0.57,0.28,0.0,0.0,0.0,-1.23,-1.2,-1.22,0.0,0.0,0.0,-0.03,0.0,-2.0,-1.44,1.0,0.0,0.3846153846153845
52,9,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,3.5,1.28,8.0,52.0,19.0,3.28,26.5,10.03,0.24,0.63,0.44,-0.67,0.49,-0.04,-1.2,0.41,-0.46,0.0,0.0,0.0,-0.09,0.15,-1.61,4.18,1.0,0.0,0.0
48,4,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,3.7,1.52,3.5,48.0,15.52,2.4,24.5,8.62,0.11,0.57,0.33,-0.79,0.28,-0.13,-1.2,0.78,-0.46,0.0,0.0,0.0,-0.02,0.17,-1.02,0.73,0.6800000000000002,1.0,0.0
310,8,0.12,2,0.0,-1000,0,41,31.0,2.16,2.16,2.16,0.0,0.0,0.0,1.08,306.0,87.19,1.6,791.0,256.78,1.27,496.1,165.45,0.03,0.58,0.24,-0.33,0.79,0.05,-1.41,0.58,-0.9,0.0,0.0,0.0,-0.07,0.18,0.55,2.37,1.0,0.0,0.9473684210526315
235,12,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,1749.0,145.75,182.3,1983.0,358.42,49.11,1866.0,202.47,0.04,0.87,0.78,0.0,1.3,0.98,-1.2,1.97,0.68,0.0,0.0,0.0,-0.15,0.02,0.93,-1.45,1.0,0.0,0.782608695652174
500,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.46,-1.71,-1.83,1.64,2.21,1.77,-0.0,0.0,0.0,-499499776.0,2.8119336429499187e+17,2.811933557050573e+16,-0.08,0.04,-0.03,-1.26,-0.79,-1.15,0.0,0.0,0.0,-0.18,0.07,2.12,-9.27,1.0,0.0,0.3749999999999999
506,20,0.15,2,0.0,-1000,0,471,14.32,0.25,4.16,2.1,0.0,0.0,0.0,-71.29,187.0,11.24,-70.81,5082.0,424.64,-71.06,2700.36,229.78,-0.0,2.38,0.56,-2.88,5.21,0.46,-1.32,36.75,2.76,0.0,0.0,0.0,-0.07,0.09,3.08,-35.72,1.0,0.0,0.9142857142857143
576,11,1.0,2,0.0,-1000,0,288,134.81,0.69,1.79,1.12,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.05,0.09,4.19,2.7327048776568924e+16,1.0,0.0,0.3000000000000003
662,3,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-6.31,2.73,-1.54,25.35,91.35,52.77,9.89,42.36,23.49,0.37,0.43,0.39,-0.18,0.29,0.11,-0.07,0.11,0.05,0.0,0.0,0.0,-0.04,0.03,-1.5,-3.03,0.0,1.0,1.0
100,100,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.09,-1.37,-1.71,1.42,3.73,1.77,-0.0,0.0,0.0,-4.48102527926272e+17,8.962049871330673e+17,1979173140692992.0,-0.36,1.48,0.03,-1.4,2.32,-1.09,0.0,0.0,0.0,-0.1,0.2,3.09,5.51,1.0,0.5714285714285715,0.0
100,5,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.92,-1.51,-1.72,1.45,2.44,1.95,0.0,0.0,0.0,9949875.0,99498744.0,40131160.0,-0.25,0.38,0.17,-1.27,-0.51,-0.93,0.0,0.0,0.0,-0.11,0.08,-1.74,-8.4,1.0,0.0,0.6666666666666667
250,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.49,-1.58,-1.8,1.57,3.14,1.88,-0.0,0.0,0.0,-124749752.0,124749752.0,48236568.0,-0.15,0.79,0.07,-1.29,0.27,-1.01,0.0,0.0,0.0,-0.14,0.08,-0.68,-5.25,1.0,0.0,0.857142857142857
398,7,0.43,2,0.0021536252692031586,-1000,0,249,49.75,0.92,2.56,1.53,0.0,0.0,0.0,8.0,1613.0,433.75,24.8,5140.0,1462.45,15.57,2970.42,820.97,0.18,0.54,0.33,0.28,0.72,0.51,-0.79,0.4,-0.38,0.0,6.0,1.5,-0.12,0.11,0.69,-6.0,1.0,0.0,1.0
250,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.07,-1.54,-1.7,1.63,4.37,1.95,-0.0,0.0,0.0,-249499504.0,inf,inf,-0.08,1.33,0.12,-1.33,1.73,-1.0,0.0,0.0,0.0,-0.07,0.16,2.15,6.5,1.0,0.0,0.45999999999999996
48,4,1.0,2,0.0,-1000,0,24,12.0,0.69,1.79,0.97,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.17,0.17,1.46,-1.1140826041743356e+16,0.5689655172413792,0.0,1.0
34,8,0.38,2,0.0,-1000,0,27,10.2,0.55,0.69,0.63,0.0,0.0,0.0,-4.9,1334.0,488.32,12.8,1790863.0,382995.16,3.64,668776.44,141802.09,0.11,1.21,0.85,-0.13,0.97,0.42,-1.51,0.32,-0.49,0.0,0.0,0.0,-0.09,0.09,-0.96,-9.01,0.0,1.0,0.6470588235294116
500,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.29,-1.56,-1.76,1.59,3.86,1.97,-0.0,0.0,-0.0,-5.6238672858998374e+17,499499776.0,-2.249546888590131e+16,-0.1,1.3,0.12,-1.3,1.4,-0.97,0.0,0.0,0.0,-0.18,0.12,4.81,412.34,1.0,0.0,0.10714285714285723
782,8,0.25,2,0.07448849104859336,-1000,0,59,20.85,2.63,4.07,3.35,0.0,0.0,0.0,-179.97,27.58,-25.54,7.0,179.8,55.39,-66.36,84.46,6.91,-1.97,17.85,7.94,-0.04,1.05,0.51,-0.99,-0.71,-0.85,0.0,158.0,77.67,-0.08,0.08,-0.81,60.07,1.0,0.0,0.912280701754386
205,25,0.32,2,0.011121951219512195,-1000,0,202,27.8,0.08,2.85,1.02,0.0,0.0,0.0,-2.0,5118.0,662.38,3.0,45400.0,3368.37,0.83,13207.13,1271.2,0.03,1.49,0.3,0.06,2.8,1.05,-0.69,13.35,2.25,0.0,41.0,3.35,-0.07,0.08,0.7,-16.84,1.0,0.0,0.706896551724138
950,9,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,12.75,58.0,25.7,25.12,94.12,56.21,18.7,70.67,41.01,0.1,0.28,0.18,-0.66,0.75,-0.02,-1.3,-0.02,-0.78,0.0,0.0,0.0,-0.18,0.23,-1.03,3.15,1.0,0.0,1.0
60,10,0.6,2,0.023333333333333334,-1000,0,56,17.14,0.24,1.0,0.59,0.0,0.0,0.0,2.0,20.0,10.88,7.0,112.5,57.62,4.98,55.33,28.8,0.26,0.58,0.38,-0.39,0.44,0.08,-0.93,-0.5,-0.67,0.0,14.0,3.5,-0.15,0.04,2.78,-3.32,1.0,0.0,1.0
286,9,0.89,2,0.0,-1000,0,222,48.68,0.55,1.79,0.94,0.0,0.0,0.0,29.0,29.0,29.0,74.0,74.0,74.0,50.94,50.94,50.94,0.19,0.19,0.19,-0.01,-0.01,-0.01,-0.63,-0.63,-0.63,0.0,0.0,0.0,-0.06,0.07,0.17,20.47,1.0,0.0,1.0
1000,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.79,-1.73,-1.76,1.65,1.82,1.7,-0.0,0.0,-0.0,-499749952.0,999499904.0,-46226868.0,-0.14,0.03,-0.04,-1.24,-1.12,-1.19,0.0,0.0,0.0,-0.24,0.02,-1.1,-1.33,1.0,0.0,0.9189189189189189
38,5,0.2,2,0.0,-1000,0,30,12.67,0.51,0.51,0.51,0.0,0.0,0.0,-0.23,866746.0,216687.66,18.9,85184456.0,21296150.0,5.42,26074560.0,6518651.0,0.62,0.85,0.74,1.18,3.07,1.87,0.65,11.65,4.68,0.0,0.0,0.0,-0.12,0.08,-1.35,-3.36,1.0,1.0,1.0
100,50,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-1.9,-1.45,-1.69,1.48,1.89,1.69,-0.0,0.0,0.0,-2.9873500716426854e+17,2.240512467832668e+17,981557397422080.0,-0.26,0.25,0.01,-1.42,-0.95,-1.18,0.0,0.0,0.0,-0.09,0.18,1.61,7.8,1.0,0.0,0.6666666666666664
159,9,0.56,2,0.0041928721174004195,-1000,0,153,53.0,0.16,0.69,0.39,0.0,0.0,0.0,0.0,500.0,131.5,20.0,85000.0,21279.25,2.71,24555.55,6153.01,0.2,1.39,0.62,0.1,2.88,1.29,0.47,8.57,3.18,0.0,6.0,1.5,-0.05,0.05,0.43,5.58,0.0,0.769230769230769,1.0
506,13,0.08,2,0.0,-1000,0,471,168.67,0.25,0.25,0.25,0.0,0.0,0.0,0.0,187.0,17.59,0.87,711.0,127.53,0.55,408.24,75.91,0.11,2.38,0.72,-2.88,5.21,0.68,-1.23,36.75,3.84,0.0,0.0,0.0,-0.09,0.17,-0.68,2.52,1.0,0.0,0.8095238095238096
158,7,0.29,2,0.0,-1000,0,87,26.33,0.93,1.72,1.33,0.0,0.0,0.0,7.5,14.5,9.58,20.9,68.0,51.16,14.12,31.19,25.64,0.16,0.38,0.32,-0.47,0.59,0.24,-1.0,0.38,-0.0,0.0,0.0,0.0,-0.06,0.13,-1.16,2.08,0.8604651162790699,0.0,1.0
500,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.18,-1.47,-1.84,1.63,4.99,2.48,-0.0,0.0,0.0,-9.373112429497549e+16,7.029834107374797e+16,-2343278322122752.0,-0.15,1.52,0.28,-1.21,2.47,-0.51,0.0,0.0,0.0,-0.22,0.06,3.0,-4.04,1.0,0.0,0.606060606060606
40,7,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,10.0,2.63,2.0,134.01,32.07,1.0,36.29,12.97,0.22,1.1,0.58,-1.12,1.41,0.04,-1.75,0.94,-0.99,0.0,0.0,0.0,-0.05,0.21,-1.18,2.56,1.0,0.0,1.0
294,13,0.54,2,0.08267922553636839,-1000,0,266,66.39,0.37,1.17,0.65,0.0,0.0,0.0,0.0,92.0,47.83,0.0,603.0,177.33,0.0,250.85,95.16,0.16,1.55,0.86,-0.28,1.54,0.63,-0.51,2.12,0.8,0.0,291.0,52.67,-0.07,0.08,0.32,37.96,1.0,0.10000000000000006,0.0
74,9,0.11,2,0.0,-1000,0,1,0.99,4.3,4.3,4.3,0.0,0.0,0.0,0.0,3780.0,715.38,2.0,7200.0,1334.0,0.24,4854.86,926.4,0.01,2.12,0.96,-1.14,2.23,1.02,-0.66,7.96,2.21,0.0,0.0,0.0,-0.12,0.06,0.55,-8.61,1.0,0.0,0.08620689655172413
380,2,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,0.0,85.0,42.5,15.0,88.0,51.5,5.77,86.58,46.18,0.01,0.53,0.27,-0.11,0.2,0.05,-1.3,-0.52,-0.91,0.0,0.0,0.0,-0.03,0.35,-2.0,1.18,0.9729729729729729,0.0,1.0
93,22,0.27,2,0.006842619745845552,-1000,0,67,10.53,0.64,3.26,1.36,0.0,0.0,0.0,1.0,3800.0,454.26,5.7,6500.0,957.73,2.67,5280.65,709.23,0.05,0.39,0.18,-0.25,1.68,0.37,-0.87,3.73,0.43,0.0,11.0,0.88,-0.07,0.1,-0.33,16.98,1.0,0.0,0.653846153846154
87,10,0.2,2,0.0,-1000,0,59,29.0,0.63,0.68,0.65,0.0,0.0,0.0,0.56,236.0,55.61,0.64,256.0,61.3,0.6,247.47,58.57,0.02,0.05,0.03,-0.77,0.57,-0.3,-0.51,0.93,0.29,0.0,0.0,0.0,-0.05,0.08,-0.96,1.4,1.0,0.0,0.7222222222222225
250,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.43,-1.5,-1.84,1.61,3.96,2.2,-0.0,0.0,-0.0,-249499504.0,249499520.0,2425691.25,-0.2,1.44,0.3,-1.29,2.06,-0.55,0.0,0.0,0.0,-0.16,0.06,1.57,-3.4,1.0,0.0,0.0
60,7,0.14,2,0.0,-1000,0,30,20.0,0.69,0.69,0.69,0.0,0.0,0.0,15.0,25.6,20.42,90.5,100.0,96.37,65.35,70.7,67.7,0.21,0.25,0.24,-0.96,-0.39,-0.7,-0.34,1.57,0.45,0.0,0.0,0.0,-0.05,0.2,0.3,2.4,1.0,0.0,0.0
100,3,0.67,2,0.0,-1000,0,54,1.92,0.74,4.59,2.66,0.0,0.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,5.56,5.56,5.56,0.71,0.71,0.71,0.11,0.11,0.11,-1.86,-1.86,-1.86,0.0,0.0,0.0,-0.01,0.09,9.54,-305.4,1.0,1.0,1.0
130,2,1.0,2,0.0,-1000,0,26,7.88,1.61,3.26,2.43,0.0,0.0,0.0,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-0.08,0.18,4.74,1461881597837939.8,1.0,0.0,0.0
100,25,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.07,-1.46,-1.69,1.56,3.67,1.89,-0.0,0.0,-0.0,-1.12025631981568e+17,8.147318455297638e+16,-3462610418663424.0,-0.33,1.03,0.13,-1.39,0.98,-0.99,0.0,0.0,0.0,-0.17,0.1,2.11,-13.9,1.0,0.0,0.8571428571428573
500,10,0.0,2,0.0,-1000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-2.27,-1.61,-1.78,1.69,3.72,2.01,-0.0,0.0,0.0,-249749888.0,499499776.0,68701040.0,-0.04,0.79,0.11,-1.27,0.37,-1.0,0.0,0.0,0.0,-0.12,0.13,-0.09,-17.51,1.0,0.0,0.6
